% Benchmarking parameters:
% worldSize: [5, 10, 15, 20]
% holeGestTimeMin: [1, 5, 10, 30, 100]
% holeGestTImeMax: [1, 5, 10, 30, 100]
% holeLifeExpMin: [1, 5, 10, 30, 100]
% holeLifeExpMax: [1, 5, 10, 30, 100]
% holeScoreMin: [20]
% holeScoreMax: [80]
% wallSizeMin: [2]
% wallSizeMax:[4]
% initialNrHoles: [0, 1, 3, 10, 20]
% initalNrWalls: [0]
% planningTime: [1]
% ---------------------------------------------
% total benchmarks: 12500
% simulation repetitions per benchmarks: 20
% simulation length: 80000
% total number of simulation steps: 20000000000

% RESULTS: worldSize,holeGestTimeMin,holeGestTimeMax,holeLifetimeMin,holeLifetimeMax,holeScoreMin,holeScoreMax,wallSizeMin,wallSizeMax,initialNrHoles,initialNrWalls,planningTime,effBold,effAny,effCloser,winner(0=bold,1=any_hole,2=closer_hole),winner(-1,0,1,2 (-1=no winner))

5,1,1,1,1,20,80,2,4,0,0,1.0,0.0,0.0,0.0,-1
5,1,1,1,1,20,80,2,4,1,0,1.0,0.0,0.0,0.0,-1
5,1,1,1,1,20,80,2,4,3,0,1.0,0.0,0.0,0.0,-1
5,1,1,1,1,20,80,2,4,10,0,1.0,0.0,0.0,0.0,-1
5,1,1,1,5,20,80,2,4,0,0,1.0,0.11103183163517276,0.0,0.0980544224995052,0
5,1,1,1,5,20,80,2,4,1,0,1.0,0.11111184851103528,0.0,0.09782286327460052,0
5,1,1,1,5,20,80,2,4,3,0,1.0,0.11103313637898089,0.0,0.09818953980172543,0
5,1,1,1,5,20,80,2,4,10,0,1.0,0.11125206684469394,0.0,0.09805190093518637,0
5,1,1,1,10,20,80,2,4,0,0,1.0,0.23051337836303415,0.0,0.18873809012485,0
5,1,1,1,10,20,80,2,4,1,0,1.0,0.2297573462511106,0.0,0.18901514158376514,0
5,1,1,1,10,20,80,2,4,3,0,1.0,0.23004405749101853,0.0,0.18868305583815656,0
5,1,1,1,10,20,80,2,4,10,0,1.0,0.23029199090630295,0.0,0.18889140282692546,0
5,1,1,1,30,20,80,2,4,0,0,1.0,0.3460260141250501,9.994458072998522E-7,0.30928788795178724,0
5,1,1,1,30,20,80,2,4,1,0,1.0,0.3459498999630487,8.005898345606125E-7,0.3088088457115922,0
5,1,1,1,30,20,80,2,4,3,0,1.0,0.346102473445418,1.5639023638139546E-6,0.3087058004711003,0
5,1,1,1,30,20,80,2,4,10,0,1.0,0.34635897032935314,0.0,0.3089661462846903,0
5,1,1,1,100,20,80,2,4,0,0,1.0,0.5327094449006962,0.2812216342313702,0.5212004668201923,0
5,1,1,1,100,20,80,2,4,1,0,1.0,0.5332666050386877,0.28198937485953046,0.5215762589853459,0
